person_id,is_fraud,role,ring_id
P001393,1,mule,RING01
P001394,1,mule,RING01
P001395,1,mule,RING01
P001396,1,mule,RING01
P001397,0,victim,RING01
P001398,0,victim,RING01
P001399,0,victim,RING01
P001400,0,victim,RING01
P001401,0,victim,RING01
P001402,0,victim,RING01
P001403,0,victim,RING01
P001404,0,victim,RING01
P001405,0,victim,RING01
P001406,0,victim,RING01
P001407,0,victim,RING01
P001408,0,victim,RING01
P001409,0,victim,RING01
P001410,0,victim,RING01
P001411,0,victim,RING01
P001412,0,victim,RING01
P001413,0,victim,RING01
P001414,0,victim,RING01
P001415,0,victim,RING01
P001416,0,victim,RING01
P001417,0,victim,RING01
P001418,0,victim,RING01
P001419,0,victim,RING01
P001420,0,victim,RING01
P001421,0,victim,RING01
P001422,0,victim,RING01
P001423,0,victim,RING01
P001424,0,victim,RING01
P001425,0,victim,RING01
P001426,0,victim,RING01
P001427,0,victim,RING01
P001428,0,victim,RING01
P001429,0,victim,RING01
P001430,0,victim,RING01
P001431,0,victim,RING01
P001432,0,victim,RING01
P001433,0,victim,RING01
P001434,0,victim,RING01
P001435,0,victim,RING01
P001436,0,victim,RING01
P001437,0,victim,RING01
P001438,0,victim,RING01
P001439,0,victim,RING01
P001440,0,victim,RING01
P001441,0,victim,RING01
P001442,0,victim,RING01
P001443,0,victim,RING01
P001444,0,victim,RING01
P001445,0,victim,RING01
P001446,0,victim,RING01
P001447,1,ringleader,RING02
P001448,1,scammer,RING02
P001449,1,scammer,RING02
P001450,1,scammer,RING02
P001451,1,mule,RING02
P001452,1,mule,RING02
P001453,1,mule,RING02
P001454,1,mule,RING02
P001455,1,mule,RING02
P001456,0,victim,RING02
P001457,0,victim,RING02
P001458,0,victim,RING02
P001459,0,victim,RING02
P001460,0,victim,RING02
P001461,0,victim,RING02
P001462,0,victim,RING02
P001463,0,victim,RING02
P001464,0,victim,RING02
P001465,0,victim,RING02
P001466,0,victim,RING02
P001467,0,victim,RING02
P001468,0,victim,RING02
P001469,0,victim,RING02
P001470,0,victim,RING02
P001471,0,victim,RING02
P001472,0,victim,RING02
P001473,0,victim,RING02
P001474,1,ringleader,RING03
P001475,1,scammer,RING03
P001476,1,scammer,RING03
P001477,1,scammer,RING03
P001478,1,mule,RING03
P001479,1,mule,RING03
P001480,1,mule,RING03
P001481,1,mule,RING03
P001482,1,mule,RING03
P001483,0,victim,RING03
P001484,0,victim,RING03
P001485,0,victim,RING03
P001486,0,victim,RING03
P001487,0,victim,RING03
P001488,0,victim,RING03
P001489,0,victim,RING03
P001490,0,victim,RING03
P001491,0,victim,RING03
P001492,0,victim,RING03
P001493,0,victim,RING03
P001494,0,victim,RING03
P001495,0,victim,RING03
P001496,0,victim,RING03
P001497,0,victim,RING03
P001498,0,victim,RING03
P001499,0,victim,RING03
P001500,0,victim,RING03
